,trials,multiplications,threads,time,implementation,batchsize,effective_multiplications
1699,804,2489,1,3.989262493,tensorflow_cpu,64,2001156
1700,2097,1990,1,4.135801027,tensorflow_cpu,256,4173030
1701,1906,939,1,3.865241357,tensorflow_cpu,64,1789734
1702,2045,1269,1,6.899382756,tensorflow_cpu,32,2595105
1703,656,1118,1,2.988666124,tensorflow_cpu,32,733408
1704,1307,1498,1,3.978731004,tensorflow_cpu,64,1957886
1705,1588,21,1,1.565568727,tensorflow_cpu,8,33348
1706,1579,1929,1,8.032074596,tensorflow_cpu,32,3045891
1707,582,2239,1,5.896880349,tensorflow_cpu,8,1303098
1708,460,1410,1,2.757202134,tensorflow_cpu,32,648600
1709,247,1076,1,1.676724765,tensorflow_cpu,64,265772
1710,1659,86,1,1.722360227,tensorflow_cpu,32,142674
1711,1522,578,1,2.579192346,tensorflow_cpu,64,879716
1712,620,504,1,1.563865317,tensorflow_cpu,256,312480
1713,763,2228,1,3.589967121,tensorflow_cpu,64,1699964
1714,1155,2008,1,6.377463714,tensorflow_cpu,32,2319240
1715,939,1778,1,2.333075461,tensorflow_cpu,256,1669542
1716,1825,2073,1,14.877064992,tensorflow_cpu,8,3783225
1717,2203,735,1,4.882681332,tensorflow_cpu,32,1619205
1718,1335,1409,1,5.5290348,tensorflow_cpu,32,1881015
1719,313,1864,1,3.456753936,tensorflow_cpu,8,583432
1720,610,2154,1,4.279545209,tensorflow_cpu,32,1313940
1721,1934,1042,1,4.15410106,tensorflow_cpu,64,2015228
1722,780,2113,1,2.467502279,tensorflow_cpu,256,1648140
1723,1767,6,1,1.436360039,tensorflow_cpu,32,10602
1724,989,1711,1,4.918915493,tensorflow_cpu,32,1692179
1725,2466,449,1,2.085774489,tensorflow_cpu,256,1107234
1726,972,271,1,1.952551656,tensorflow_cpu,32,263412
1727,729,2397,1,3.677786575,tensorflow_cpu,64,1747413
1728,541,1853,1,4.884168085,tensorflow_cpu,8,1002473
1729,993,307,1,1.803723114,tensorflow_cpu,64,304851
1730,544,1772,1,3.50069693,tensorflow_cpu,32,963968
1731,1651,904,1,4.653792613,tensorflow_cpu,32,1492504
1732,1105,2048,1,2.788547041,tensorflow_cpu,256,2263040
1733,774,1667,1,2.255243386,tensorflow_cpu,256,1290258
1734,1561,1960,1,12.879982222,tensorflow_cpu,8,3059560
1735,730,1682,1,1.950925732,tensorflow_cpu,256,1227860
1736,2339,452,1,2.827122806,tensorflow_cpu,64,1057228
1737,811,1772,1,6.335057538,tensorflow_cpu,8,1437092
1738,895,2290,1,5.566195326,tensorflow_cpu,32,2049550
1739,793,1675,1,3.125549862,tensorflow_cpu,64,1328275
1740,395,2485,1,1.822870403,tensorflow_cpu,256,981575
1741,2021,1624,1,8.645453195,tensorflow_cpu,32,3282104
1742,1653,2250,1,14.550104814,tensorflow_cpu,8,3719250
1743,1083,519,1,2.613802666,tensorflow_cpu,32,562077
1744,1934,750,1,4.623080912,tensorflow_cpu,32,1450500
1745,15,668,1,1.417267532,tensorflow_cpu,8,10020
1746,2028,1881,1,3.676649948,tensorflow_cpu,256,3814668
1747,1567,1592,1,10.132841646,tensorflow_cpu,8,2494664
1748,384,1403,1,3.31583299,tensorflow_cpu,8,538752
1749,2464,488,1,4.032249427,tensorflow_cpu,32,1202432
1750,2010,355,1,2.3786393,tensorflow_cpu,64,713550
1751,1753,273,1,3.143641936,tensorflow_cpu,8,478569
1752,1570,703,1,2.115732029,tensorflow_cpu,256,1103710
1753,1252,26,1,1.551497651,tensorflow_cpu,8,32552
1754,1466,1867,1,2.980325859,tensorflow_cpu,256,2737022
1755,1389,2029,1,5.124814749,tensorflow_cpu,64,2818281
1756,627,244,1,1.701051071,tensorflow_cpu,32,152988
1757,1655,360,1,2.694135925,tensorflow_cpu,32,595800
1758,703,2175,1,4.846634571,tensorflow_cpu,32,1529025
1759,1460,2190,1,5.611229695,tensorflow_cpu,64,3197400
1760,2117,1561,1,3.563270757,tensorflow_cpu,256,3304637
1761,1405,2151,1,11.984003689,tensorflow_cpu,8,3022155
1762,558,1367,1,2.311952482,tensorflow_cpu,64,762786
1763,463,1662,1,2.985581569,tensorflow_cpu,32,769506
1764,894,826,1,2.969369696,tensorflow_cpu,32,738444
1765,164,627,1,1.499410649,tensorflow_cpu,64,102828
1766,1242,936,1,3.896196044,tensorflow_cpu,32,1162512
1767,1660,2226,1,9.424016581,tensorflow_cpu,32,3695160
1768,1480,1700,1,10.389269967,tensorflow_cpu,8,2516000
1769,463,1956,1,4.605583882,tensorflow_cpu,8,905628
1770,184,2026,1,2.074802456,tensorflow_cpu,32,372784
1771,396,746,1,1.515955375,tensorflow_cpu,256,295416
1772,1230,1858,1,4.460441492,tensorflow_cpu,64,2285340
1773,2041,543,1,3.737628948,tensorflow_cpu,32,1108263
1774,2491,435,1,3.739219306,tensorflow_cpu,32,1083585
1775,1085,662,1,1.842833711,tensorflow_cpu,256,718270
1776,2412,1001,1,2.942637024,tensorflow_cpu,256,2414412
1777,1473,1617,1,9.823450983,tensorflow_cpu,8,2381841
1778,2370,1110,1,7.125957552,tensorflow_cpu,32,2630700
1779,2125,1387,1,7.935980058,tensorflow_cpu,32,2947375
1780,880,151,1,1.887819377,tensorflow_cpu,8,132880
1781,700,1385,1,4.824423406,tensorflow_cpu,8,969500
1782,1132,2492,1,3.113950323,tensorflow_cpu,256,2820944
1783,1087,420,1,1.675763395,tensorflow_cpu,256,456540
1784,469,1135,1,3.241479778,tensorflow_cpu,8,532315
1785,1230,1099,1,3.227837115,tensorflow_cpu,64,1351770
1786,1103,1513,1,4.983209451,tensorflow_cpu,32,1668839
1787,472,2308,1,5.152009075,tensorflow_cpu,8,1089376
1788,1705,2157,1,9.476166833,tensorflow_cpu,32,3677685
1789,1162,1025,1,3.023146983,tensorflow_cpu,64,1191050
1790,2189,1749,1,3.777037924,tensorflow_cpu,256,3828561
1791,1068,1710,1,7.845107778,tensorflow_cpu,8,1826280
1792,1190,375,1,1.650712151,tensorflow_cpu,256,446250
1793,1525,1,1,1.41632122,tensorflow_cpu,32,1525
1794,96,756,1,1.453863782,tensorflow_cpu,64,72576
1795,150,1431,1,2.126774433,tensorflow_cpu,8,214650
1796,1589,2208,1,8.966722499,tensorflow_cpu,32,3508512
1797,2296,1107,1,4.77904855,tensorflow_cpu,64,2541672
1798,2152,1682,1,3.696666444,tensorflow_cpu,256,3619664
1799,362,2210,1,1.759195785,tensorflow_cpu,256,800020
1800,1870,7,1,1.40472026,tensorflow_cpu,256,13090
1801,2499,208,1,2.109379405,tensorflow_cpu,64,519792
1802,152,1905,1,1.938237095,tensorflow_cpu,32,289560
1803,1834,2060,1,9.632322062,tensorflow_cpu,32,3778040
1804,295,429,1,1.841339923,tensorflow_cpu,8,126555
1805,376,1850,1,1.710399704,tensorflow_cpu,256,695600
1806,1140,192,1,2.211986626,tensorflow_cpu,8,218880
1807,208,1109,1,1.38825892,tensorflow_cpu,256,230672
1808,2163,1353,1,7.823549575,tensorflow_cpu,32,2926539
1809,2386,1707,1,10.231309887,tensorflow_cpu,32,4072902
1810,712,1010,1,3.949507179,tensorflow_cpu,8,719120
1811,1206,1563,1,5.478730807,tensorflow_cpu,32,1884978
1812,574,1851,1,2.688601443,tensorflow_cpu,64,1062474
1813,2145,263,1,2.181449171,tensorflow_cpu,64,564135
1814,2251,1759,1,15.417925576,tensorflow_cpu,8,3959509
1815,865,1539,1,5.998382481,tensorflow_cpu,8,1331235
1816,242,872,1,1.821514203,tensorflow_cpu,32,211024
1817,1655,1370,1,2.808385465,tensorflow_cpu,256,2267350
1818,1274,88,1,1.655532246,tensorflow_cpu,32,112112
1819,981,2077,1,4.149138589,tensorflow_cpu,64,2037537
1820,1161,1163,1,4.23579188,tensorflow_cpu,32,1350243
1821,1490,2418,1,14.143535925,tensorflow_cpu,8,3602820
1822,1563,750,1,2.151322815,tensorflow_cpu,256,1172250
1823,1150,329,1,1.879062181,tensorflow_cpu,64,378350
1824,328,618,1,1.660947745,tensorflow_cpu,64,202704
1825,1822,1338,1,6.563786719,tensorflow_cpu,32,2437836
1826,1128,544,1,1.779720744,tensorflow_cpu,256,613632
1827,1176,2095,1,10.106270737,tensorflow_cpu,8,2463720
1828,1006,1316,1,4.241190698,tensorflow_cpu,32,1323896
1829,1070,760,1,1.905034259,tensorflow_cpu,256,813200
1830,1514,406,1,2.707924752,tensorflow_cpu,32,614684
1831,1569,613,1,2.029098615,tensorflow_cpu,256,961797
1832,1515,1646,1,2.811280505,tensorflow_cpu,256,2493690
1833,2446,1508,1,3.770191847,tensorflow_cpu,256,3688568
1834,557,1852,1,2.69547386,tensorflow_cpu,64,1031564
1835,424,161,1,1.472502448,tensorflow_cpu,64,68264
1836,1186,1168,1,2.193035023,tensorflow_cpu,256,1385248
1837,1950,987,1,5.560742968,tensorflow_cpu,32,1924650
1838,984,1739,1,5.011379874,tensorflow_cpu,32,1711176
1839,2100,1985,1,10.304229946,tensorflow_cpu,32,4168500
1840,280,301,1,1.43840607,tensorflow_cpu,256,84280
1841,1169,946,1,2.86783938,tensorflow_cpu,64,1105874
1842,764,2339,1,2.211380802,tensorflow_cpu,256,1786996
1843,783,1745,1,3.219932114,tensorflow_cpu,64,1366335
1844,1198,462,1,2.117065715,tensorflow_cpu,64,553476
1845,121,409,1,1.392323589,tensorflow_cpu,256,49489
1846,2243,2164,1,12.071435228,tensorflow_cpu,32,4853852
1847,1379,1187,1,4.98048495,tensorflow_cpu,32,1636873
1848,1580,1214,1,3.975933085,tensorflow_cpu,64,1918120
1849,358,2040,1,3.89956919,tensorflow_cpu,8,730320
1850,1991,1486,1,11.605479428,tensorflow_cpu,8,2958626
1851,1284,297,1,2.23175026,tensorflow_cpu,32,381348
1852,978,459,1,2.328180376,tensorflow_cpu,32,448902
1853,136,1976,1,1.936373876,tensorflow_cpu,32,268736
1854,1988,1313,1,7.023434096,tensorflow_cpu,32,2610244
1855,863,1892,1,3.528228809,tensorflow_cpu,64,1632796
1856,1542,1781,1,7.430970609,tensorflow_cpu,32,2746302
1857,716,360,1,1.741922093,tensorflow_cpu,64,257760
1858,2068,1525,1,13.130898262,tensorflow_cpu,8,3153700
1859,1004,1887,1,2.388024953,tensorflow_cpu,256,1894548
1860,128,96,1,1.39056655,tensorflow_cpu,256,12288
1861,1099,37,1,1.445851219,tensorflow_cpu,64,40663
1862,1095,1278,1,6.248598481,tensorflow_cpu,8,1399410
1863,719,1197,1,3.209136431,tensorflow_cpu,32,860643
1864,2381,907,1,4.375263724,tensorflow_cpu,64,2159567
1865,2326,563,1,6.115879942,tensorflow_cpu,8,1309538
1866,662,2461,1,7.046470027,tensorflow_cpu,8,1629182
1867,2401,352,1,4.56311115,tensorflow_cpu,8,845152
1868,1645,2351,1,9.789557183,tensorflow_cpu,32,3867395
1869,326,1477,1,1.644107265,tensorflow_cpu,256,481502
1870,581,1983,1,3.911195918,tensorflow_cpu,32,1152123
1871,2475,191,1,1.697522454,tensorflow_cpu,256,472725
1872,75,223,1,1.451303608,tensorflow_cpu,8,16725
1873,2260,2375,1,8.713515509,tensorflow_cpu,64,5367500
1874,2087,43,1,1.459168633,tensorflow_cpu,256,89741
1875,1739,1575,1,5.155023908,tensorflow_cpu,64,2738925
1876,2257,1654,1,9.555418856,tensorflow_cpu,32,3733078
1877,642,305,1,1.49399973,tensorflow_cpu,256,195810
1878,2180,792,1,7.611276829,tensorflow_cpu,8,1726560
1879,1397,2219,1,5.457201997,tensorflow_cpu,64,3099943
1880,261,2073,1,3.252768155,tensorflow_cpu,8,541053
1881,1568,507,1,2.438485505,tensorflow_cpu,64,794976
1882,1423,1475,1,5.97562542,tensorflow_cpu,32,2098925
1883,2294,725,1,3.639767107,tensorflow_cpu,64,1663150
1884,1832,300,1,1.740151789,tensorflow_cpu,256,549600
1885,1876,331,1,1.792617763,tensorflow_cpu,256,620956
1886,586,261,1,1.717097834,tensorflow_cpu,32,152946
1887,926,1785,1,7.225384299,tensorflow_cpu,8,1652910
1888,1414,676,1,2.732615405,tensorflow_cpu,64,955864
1889,34,2410,1,1.562805628,tensorflow_cpu,32,81940
1890,1096,1907,1,2.693032211,tensorflow_cpu,256,2090072
1891,2201,1057,1,9.673825283,tensorflow_cpu,8,2326457
1892,1174,2461,1,5.284395966,tensorflow_cpu,64,2889214
1893,699,339,1,2.246615149,tensorflow_cpu,8,236961
1894,1174,1283,1,2.274979707,tensorflow_cpu,256,1506242
1895,2187,195,1,2.997761657,tensorflow_cpu,8,426465
1896,2325,152,1,1.623408246,tensorflow_cpu,256,353400
1897,841,736,1,2.738834508,tensorflow_cpu,32,618976
1898,2450,1663,1,7.006125312,tensorflow_cpu,64,4074350
1899,1541,1199,1,2.63557944,tensorflow_cpu,256,1847659
1900,419,330,1,1.450373627,tensorflow_cpu,256,138270
1901,247,915,1,2.160637209,tensorflow_cpu,8,226005
1902,2155,121,1,2.401226603,tensorflow_cpu,8,260755
1903,2015,41,1,1.443440777,tensorflow_cpu,256,82615
1904,43,1516,1,1.482807704,tensorflow_cpu,32,65188
1905,2118,1710,1,14.26118955,tensorflow_cpu,8,3621780
1906,1892,247,1,1.681744461,tensorflow_cpu,256,467324
1907,942,642,1,2.179609632,tensorflow_cpu,64,604764
1908,2251,2039,1,11.276006385,tensorflow_cpu,32,4589789
1909,473,2052,1,3.408628498,tensorflow_cpu,32,970596
1910,756,876,1,1.686232514,tensorflow_cpu,256,662256
1911,986,1833,1,3.836729377,tensorflow_cpu,64,1807338
1912,1293,1135,1,2.367146043,tensorflow_cpu,256,1467555
1913,1044,48,1,1.423439908,tensorflow_cpu,256,50112
1914,1792,2286,1,10.40400194,tensorflow_cpu,32,4096512
1915,342,1404,1,2.004872856,tensorflow_cpu,64,480168
1916,675,523,1,1.850520416,tensorflow_cpu,64,353025
1917,971,1169,1,3.874488856,tensorflow_cpu,32,1135099
1918,766,385,1,2.46840289,tensorflow_cpu,8,294910
1919,416,233,1,1.508379593,tensorflow_cpu,64,96928
1920,58,2054,1,1.39376194,tensorflow_cpu,256,119132
1921,60,2062,1,1.400984584,tensorflow_cpu,256,123720
1922,2038,966,1,8.355824092,tensorflow_cpu,8,1968708
1923,835,1883,1,4.801898768,tensorflow_cpu,32,1572305
1924,2263,1869,1,7.181111325,tensorflow_cpu,64,4229547
1925,1735,862,1,4.656881127,tensorflow_cpu,32,1495570
1926,1123,645,1,1.829656662,tensorflow_cpu,256,724335
1927,438,1970,1,2.415791364,tensorflow_cpu,64,862860
1928,3,2106,1,1.3902419,tensorflow_cpu,8,6318
1929,463,2482,1,2.922809312,tensorflow_cpu,64,1149166
1930,1624,2204,1,13.908733354,tensorflow_cpu,8,3579296
1931,191,1090,1,2.110878334,tensorflow_cpu,8,208190
1932,2437,589,1,6.394308215,tensorflow_cpu,8,1435393
1933,1000,1456,1,2.148860229,tensorflow_cpu,256,1456000
1934,1895,638,1,3.051635909,tensorflow_cpu,64,1209010
1935,305,137,1,1.412186989,tensorflow_cpu,256,41785
1936,1058,801,1,1.95072346,tensorflow_cpu,256,847458
1937,1663,1435,1,2.860637264,tensorflow_cpu,256,2386405
1938,2378,206,1,2.076716361,tensorflow_cpu,64,489868
1939,1623,1186,1,8.319245755,tensorflow_cpu,8,1924878
1940,1363,2122,1,3.248541612,tensorflow_cpu,256,2892286
1941,334,1648,1,2.116091504,tensorflow_cpu,64,550432
1942,1259,1032,1,3.117564529,tensorflow_cpu,64,1299288
1943,2457,1036,1,4.930527094,tensorflow_cpu,64,2545452
1944,2041,1631,1,5.809413085,tensorflow_cpu,64,3328871
1945,1637,673,1,2.885334196,tensorflow_cpu,64,1101701
1946,631,436,1,2.35907421,tensorflow_cpu,8,275116
1947,2267,162,1,1.898202393,tensorflow_cpu,64,367254
1948,2263,832,1,5.520080647,tensorflow_cpu,32,1882816
1949,2442,418,1,2.826451978,tensorflow_cpu,64,1020756
1950,1968,2166,1,10.457763579,tensorflow_cpu,32,4262688
1951,326,63,1,1.419052353,tensorflow_cpu,64,20538
1952,1798,1094,1,4.086318351,tensorflow_cpu,64,1967012
1953,1777,361,1,2.25110782,tensorflow_cpu,64,641497
1954,1916,838,1,4.810634124,tensorflow_cpu,32,1605608
1955,342,1897,1,1.699995614,tensorflow_cpu,256,648774
1956,1528,304,1,3.095353031,tensorflow_cpu,8,464512
1957,2041,2122,1,7.147036865,tensorflow_cpu,64,4331002
1958,1215,45,1,1.548736795,tensorflow_cpu,32,54675
1959,1657,1689,1,7.464478994,tensorflow_cpu,32,2798673
1960,2106,272,1,3.486401696,tensorflow_cpu,8,572832
1961,2020,1965,1,3.742142118,tensorflow_cpu,256,3969300
1962,1749,1049,1,2.479934501,tensorflow_cpu,256,1834701
1963,1968,1866,1,9.286908274,tensorflow_cpu,32,3672288
1964,488,518,1,1.70125444,tensorflow_cpu,64,252784
1965,552,231,1,1.469957074,tensorflow_cpu,256,127512
1966,2404,592,1,3.322499526,tensorflow_cpu,64,1423168
1967,1365,9,1,1.492380899,tensorflow_cpu,8,12285
1968,53,460,1,1.477115677,tensorflow_cpu,8,24380
1969,653,780,1,3.186314422,tensorflow_cpu,8,509340
1970,1523,314,1,3.091040277,tensorflow_cpu,8,478222
1971,2220,645,1,2.29015507,tensorflow_cpu,256,1431900
1972,1263,1856,1,6.430409869,tensorflow_cpu,32,2344128
1973,877,2230,1,2.532848203,tensorflow_cpu,256,1955710
1974,1077,1704,1,3.763879217,tensorflow_cpu,64,1835208
1975,2334,1559,1,6.328855164,tensorflow_cpu,64,3638706
1976,1168,1124,1,3.144267315,tensorflow_cpu,64,1312832
1977,56,865,1,1.575805878,tensorflow_cpu,8,48440
1978,916,788,1,4.160593209,tensorflow_cpu,8,721808
1979,1743,1063,1,2.490217234,tensorflow_cpu,256,1852809
1980,1922,470,1,4.61489767,tensorflow_cpu,8,903340
1981,1161,72,1,1.765909987,tensorflow_cpu,8,83592
1982,1414,64,1,1.45099434,tensorflow_cpu,256,90496
1983,436,1840,1,3.020229695,tensorflow_cpu,32,802240
1984,2128,1451,1,3.407637994,tensorflow_cpu,256,3087728
1985,1050,1368,1,4.457544091,tensorflow_cpu,32,1436400
1986,1700,2190,1,14.465547097,tensorflow_cpu,8,3723000
1987,2077,1315,1,11.612010918,tensorflow_cpu,8,2731255
1988,2142,2017,1,10.574097926,tensorflow_cpu,32,4320414
1989,47,2484,1,1.384001145,tensorflow_cpu,256,116748
1990,1050,883,1,3.358401226,tensorflow_cpu,32,927150
1991,756,985,1,2.324869147,tensorflow_cpu,64,744660
1992,1678,2188,1,3.680392872,tensorflow_cpu,256,3671464
1993,1750,552,1,1.953711825,tensorflow_cpu,256,966000
1994,879,1638,1,6.560585241,tensorflow_cpu,8,1439802
1995,883,506,1,2.969135169,tensorflow_cpu,8,446798
1996,884,1315,1,2.930292673,tensorflow_cpu,64,1162460
1997,2310,1223,1,3.299444479,tensorflow_cpu,256,2825130
1998,114,715,1,1.394527855,tensorflow_cpu,256,81510
1999,2398,56,1,1.944784741,tensorflow_cpu,8,134288
2000,2346,946,1,6.2151823,tensorflow_cpu,32,2219316
2001,256,733,1,1.513195791,tensorflow_cpu,256,187648
2002,1694,536,1,3.344506951,tensorflow_cpu,32,907984
2003,1609,1049,1,5.011659902,tensorflow_cpu,32,1687841
2004,2298,707,1,7.296295648,tensorflow_cpu,8,1624686
2005,191,1464,1,1.396048252,tensorflow_cpu,256,279624
2006,824,398,1,1.598916459,tensorflow_cpu,256,327952
2007,2398,1094,1,10.640682083,tensorflow_cpu,8,2623412
2008,2424,470,1,5.460403652,tensorflow_cpu,8,1139280
2009,465,1178,1,2.521997527,tensorflow_cpu,32,547770
2010,453,1969,1,3.260294938,tensorflow_cpu,32,891957
2011,260,1828,1,2.015309968,tensorflow_cpu,64,475280
2012,1878,1800,1,8.664367449,tensorflow_cpu,32,3380400
2013,1987,1919,1,9.610818303,tensorflow_cpu,32,3813053
2014,1972,1932,1,3.763150312,tensorflow_cpu,256,3809904
2015,419,907,1,2.255966208,tensorflow_cpu,32,380033
2016,2382,2148,1,8.434813617,tensorflow_cpu,64,5116536
2017,1987,1949,1,3.745807231,tensorflow_cpu,256,3872663
2018,163,1817,1,1.702863663,tensorflow_cpu,64,296171
2019,445,1113,1,3.130141126,tensorflow_cpu,8,495285
2020,1291,497,1,2.279378854,tensorflow_cpu,64,641627
2021,876,374,1,2.092541751,tensorflow_cpu,32,327624
2022,1374,1563,1,4.270381039,tensorflow_cpu,64,2147562
2023,2025,1138,1,4.485357527,tensorflow_cpu,64,2304450
2024,631,972,1,2.657363939,tensorflow_cpu,32,613332
2025,982,225,1,1.704803285,tensorflow_cpu,64,220950
2026,1899,2315,1,16.842084504,tensorflow_cpu,8,4396185
2027,1489,1726,1,2.914341126,tensorflow_cpu,256,2570014
2028,297,1217,1,1.605509203,tensorflow_cpu,256,361449
2029,511,288,1,1.573108929,tensorflow_cpu,64,147168
2030,2494,276,1,1.819040425,tensorflow_cpu,256,688344
2031,976,148,1,1.711935609,tensorflow_cpu,32,144448
2032,2377,1303,1,12.149705172,tensorflow_cpu,8,3097231
2033,2343,1966,1,17.97694251,tensorflow_cpu,8,4606338
2034,347,1687,1,2.126206644,tensorflow_cpu,64,585389
2035,400,1034,1,1.563262033,tensorflow_cpu,256,413600
2036,1405,2211,1,5.449576018,tensorflow_cpu,64,3106455
2037,1597,1165,1,5.425506032,tensorflow_cpu,32,1860505
2038,1547,1334,1,8.690935032,tensorflow_cpu,8,2063698
2039,1985,2014,1,10.02599872,tensorflow_cpu,32,3997790
2040,952,1546,1,3.27882371,tensorflow_cpu,64,1471792
2041,1396,1547,1,5.981202382,tensorflow_cpu,32,2159612
2042,1178,2175,1,2.881608049,tensorflow_cpu,256,2562150
2043,1434,593,1,1.886367113,tensorflow_cpu,256,850362
2044,370,1611,1,2.641293279,tensorflow_cpu,32,596070
2045,1790,746,1,3.152417876,tensorflow_cpu,64,1335340
2046,2278,548,1,2.150460875,tensorflow_cpu,256,1248344
2047,1459,2119,1,8.11959433,tensorflow_cpu,32,3091621
2048,1080,588,1,1.793020818,tensorflow_cpu,256,635040
2049,2338,1830,1,10.700808942,tensorflow_cpu,32,4278540
2050,2283,2279,1,8.428269003,tensorflow_cpu,64,5202957
2051,1637,314,1,1.719757083,tensorflow_cpu,256,514018
2052,1671,1967,1,8.545916479,tensorflow_cpu,32,3286857
2053,9,2319,1,1.403206714,tensorflow_cpu,256,20871
2054,1079,2040,1,6.214143065,tensorflow_cpu,32,2201160
2055,2240,2353,1,19.78435305,tensorflow_cpu,8,5270720
2056,1419,34,1,1.615691097,tensorflow_cpu,8,48246
2057,1833,1102,1,5.740899052,tensorflow_cpu,32,2019966
2058,2088,91,1,1.659692633,tensorflow_cpu,64,190008
2059,1547,365,1,2.160879773,tensorflow_cpu,64,564655
2060,1559,1839,1,7.512635038,tensorflow_cpu,32,2867001
2061,735,1662,1,3.942046546,tensorflow_cpu,32,1221570
2062,1092,1791,1,4.082446452,tensorflow_cpu,64,1955772
2063,495,1425,1,2.262575342,tensorflow_cpu,64,705375
2064,587,1773,1,4.986023542,tensorflow_cpu,8,1040751
2065,818,21,1,1.47731481,tensorflow_cpu,8,17178
2066,1557,1852,1,5.30387154,tensorflow_cpu,64,2883564
2067,1013,769,1,1.7818593,tensorflow_cpu,256,778997
2068,2396,1527,1,14.304620939,tensorflow_cpu,8,3658692
2069,1712,225,1,2.782024966,tensorflow_cpu,8,385200
2070,1295,560,1,2.956813949,tensorflow_cpu,32,725200
2071,416,262,1,1.616008301,tensorflow_cpu,32,108992
2072,2372,1953,1,7.717387924,tensorflow_cpu,64,4632516
2073,2269,2037,1,10.994813537,tensorflow_cpu,32,4621953
2074,2171,2489,1,13.145375732,tensorflow_cpu,32,5403619
2075,1190,127,1,1.738573023,tensorflow_cpu,32,151130
2076,879,1833,1,7.160520121,tensorflow_cpu,8,1611207
2077,2271,944,1,2.701430075,tensorflow_cpu,256,2143824
2078,2427,1833,1,7.433909878,tensorflow_cpu,64,4448691
2079,606,1278,1,4.154882627,tensorflow_cpu,8,774468
2080,56,1696,1,1.496050379,tensorflow_cpu,32,94976
2081,1785,1022,1,2.431997427,tensorflow_cpu,256,1824270
2082,2300,942,1,6.142785379,tensorflow_cpu,32,2166600
2083,1955,689,1,2.211601311,tensorflow_cpu,256,1346995
2084,1389,1910,1,4.902537558,tensorflow_cpu,64,2652990
2085,816,2464,1,5.751900581,tensorflow_cpu,32,2010624
2086,373,949,1,1.552716878,tensorflow_cpu,256,353977
2087,1161,1441,1,7.249866066,tensorflow_cpu,8,1673001
2088,13,1081,1,1.392071576,tensorflow_cpu,256,14053
2089,538,1967,1,3.55390253,tensorflow_cpu,32,1058246
2090,50,314,1,1.419094582,tensorflow_cpu,32,15700
2091,967,2263,1,6.106003341,tensorflow_cpu,32,2188321
2092,1963,248,1,2.062540719,tensorflow_cpu,64,486824
2093,29,908,1,1.480735395,tensorflow_cpu,8,26332
2094,1457,187,1,1.991333426,tensorflow_cpu,32,272459
2095,1635,197,1,2.592246217,tensorflow_cpu,8,322095
2096,153,1506,1,1.643769449,tensorflow_cpu,64,230418
2097,433,1637,1,2.253650682,tensorflow_cpu,64,708821
2098,227,1547,1,1.785169277,tensorflow_cpu,64,351169
2099,468,1951,1,2.602352529,tensorflow_cpu,64,913068
2100,1160,2294,1,7.172810091,tensorflow_cpu,32,2661040
2101,1540,1576,1,9.98568059,tensorflow_cpu,8,2427040
2102,734,912,1,3.737446396,tensorflow_cpu,8,669408
2103,1706,978,1,2.405793193,tensorflow_cpu,256,1668468
2104,1261,1721,1,4.261370878,tensorflow_cpu,64,2170181
2105,181,1553,1,1.660832757,tensorflow_cpu,64,281093
2106,97,1147,1,1.389998164,tensorflow_cpu,256,111259
2107,3,1288,1,1.386521825,tensorflow_cpu,64,3864
2108,1772,434,1,1.831896536,tensorflow_cpu,256,769048
2109,1137,2340,1,11.656600705,tensorflow_cpu,8,2660580
2110,795,35,1,1.454261687,tensorflow_cpu,32,27825
2111,209,2443,1,2.413373006,tensorflow_cpu,32,510587
2112,716,1110,1,1.7683578,tensorflow_cpu,256,794760
2113,786,164,1,1.56941349,tensorflow_cpu,64,128904
2114,1770,171,1,1.800621769,tensorflow_cpu,64,302670
2115,588,832,1,2.039488969,tensorflow_cpu,64,489216
2116,868,590,1,3.187431463,tensorflow_cpu,8,512120
2117,2383,421,1,2.772681742,tensorflow_cpu,64,1003243
2118,1722,1201,1,2.668058101,tensorflow_cpu,256,2068122
2119,715,1666,1,4.042877425,tensorflow_cpu,32,1191190
2120,783,1472,1,3.791507807,tensorflow_cpu,32,1152576
2121,574,758,1,2.280318603,tensorflow_cpu,32,435092
2122,596,24,1,1.465251593,tensorflow_cpu,8,14304
2123,285,537,1,1.475652878,tensorflow_cpu,256,153045
2124,395,105,1,1.541018004,tensorflow_cpu,8,41475
2125,1034,1384,1,2.346780442,tensorflow_cpu,256,1431056
2126,2248,827,1,7.98969627,tensorflow_cpu,8,1859096
2127,2104,1765,1,14.319113951,tensorflow_cpu,8,3713560
2128,2334,1600,1,14.429318268,tensorflow_cpu,8,3734400
2129,2253,1899,1,3.982329867,tensorflow_cpu,256,4278447
2130,1144,405,1,2.406223594,tensorflow_cpu,32,463320
2131,2218,1023,1,6.459125984,tensorflow_cpu,32,2269014
2132,1106,475,1,2.110179446,tensorflow_cpu,64,525350
2133,1308,1239,1,4.827114699,tensorflow_cpu,32,1620612
2134,84,1110,1,1.498687031,tensorflow_cpu,64,93240
2135,376,1713,1,3.729817906,tensorflow_cpu,8,644088
2136,594,480,1,1.981345639,tensorflow_cpu,32,285120
2137,1260,2322,1,7.541874138,tensorflow_cpu,32,2925720
2138,2018,1180,1,4.601680305,tensorflow_cpu,64,2381240
