trials,multiplications,threads,time
1999,1454,4,1786756573
414,258,4,60148825
896,1801,1,3469095763
224,2274,4,299821084
177,1526,2,293312126
264,1761,2,522687034
1468,2471,2,4183715427
1543,821,2,1460446381
1688,1314,4,1398609626
814,56,4,29430346
1300,1261,8,582556555
2499,1177,8,1015658137
1240,1789,1,4810913439
400,2277,1,1918404684
516,1055,4,349774778
1701,2186,2,4322443605
406,1604,8,224718409
1400,1686,1,5099140874
915,323,8,110443448
1407,394,8,191469102
1666,1181,4,1171385495
1623,2296,2,4336345684
648,1106,8,252626266
121,2485,2,292670934
676,2491,4,983417136
1178,330,2,467836586
2382,992,1,5222206077
5,2433,2,1794320
245,1280,4,182443028
700,1451,1,2202432096
815,2479,1,4388268810
704,1211,1,1865442622
1681,1037,1,3710970486
1472,1644,2,2904057148
492,305,1,302394029
596,2500,2,1700072590
474,941,4,261424169
823,1146,2,1095256510
1678,2323,4,2334140301
320,2295,8,252294435
311,2187,8,233522787
896,749,4,398834480
2309,575,2,1548311430
2271,1831,8,1449289776
2399,264,2,675806330
646,2030,1,2815485911
1551,130,1,444764037
1102,1204,1,2950866501
130,81,4,10174511
1418,1513,8,755817399
1228,1512,1,3986455432
1854,1110,1,4475045717
2476,1293,4,1997307360
1867,830,8,549540906
1074,2498,8,918948678
927,2323,1,4628330020
2241,4,8,10227199
368,2012,2,804444797
1460,1142,1,3562324038
1599,523,2,1004441161
2320,2376,4,3334514417
2429,1408,2,3965086212
1150,860,1,2185230418
1637,740,4,738371764
1862,2029,1,8074965357
415,976,8,149300674
71,1539,1,189028659
1712,1555,2,3111047448
1678,1523,2,2954711190
1112,1012,8,389073314
1358,1583,8,755053959
7,205,4,1707527
1885,1551,4,1780748956
956,861,4,483793574
1341,626,1,1850139590
1295,234,2,332507502
1863,1232,8,810277889
2202,1208,1,5666123027
1280,2018,4,1584320421
263,609,8,55623357
1936,2394,4,2841924854
966,639,2,678387943
1797,1437,4,1572543180
247,1689,4,230081655
1264,1533,8,681633010
749,1508,4,652884311
1340,989,2,1469603941
2167,275,2,665953442
2192,2270,1,10622412143
979,598,2,668596150
1592,2288,4,2197319974
176,204,1,73824106
2255,2417,4,3280769146
2142,1298,8,987122644
2218,1734,8,1347863670
1625,269,4,256253859
1128,1838,2,2429695894
2459,863,8,766678214
2212,1970,1,9513448739
1222,2042,8,873774095
2457,770,2,2214542942
33,128,2,4800548
1309,2054,8,941104392
1754,2290,4,2470201736
996,679,2,816016263
2165,409,1,1949194475
1180,996,8,408193513
1380,1350,2,2214443916
1729,1023,8,620934089
341,666,8,85491620
2333,1446,4,2058015958
413,563,4,134149125
1360,948,2,1472832637
720,1460,4,626682713
2466,1647,2,4876365340
2097,429,1,1958077237
187,1280,8,81588152
1431,140,1,414106856
1360,1259,2,2006772171
1286,623,4,474692994
6,1457,8,1664096
198,1980,1,847916751
1742,1323,4,1375388246
256,2188,4,317904681
207,1298,1,557722585
1111,1602,1,3954426813
1204,1668,1,4285992632
252,971,4,142332837
778,1607,2,1476081450
685,251,2,204780893
603,473,4,173260245
699,1800,8,436625658
545,1329,1,1552108238
1210,1300,4,950789847
1568,1566,8,861561841
172,1859,8,106524903
508,1083,1,1143639490
1130,186,4,125736643
1902,352,2,750318283
2168,2084,1,9660417027
148,1303,2,200676768
981,841,1,1719601305
1818,1314,4,1481168754
2363,1552,4,2208310482
2249,372,4,521676744
613,529,8,115199284
2226,1843,2,4758957521
961,1682,1,3498668352
362,1488,2,603642313
2313,188,2,506979797
369,1056,2,426706406
1408,2031,1,6172386923
2097,1851,8,1346996026
1849,1538,8,989946842
1864,1598,8,1061011711
193,1003,4,105416738
997,2392,1,5174756635
2158,1644,1,7706958177
574,373,8,77618229
273,243,2,69581491
1902,2221,1,9087556137
1708,1950,4,2015140660
2096,1023,2,2525241170
1804,1793,8,1125316193
106,2066,1,403731559
1803,2005,8,1252989632
344,1219,4,254304738
124,354,4,24587727
332,2367,1,1675634624
520,1888,8,337197254
280,1826,4,296384457
396,2219,1,1863951961
98,1538,8,51327052
722,1567,4,681611991
44,1253,4,23368795
241,1164,2,301718865
468,461,8,80031828
459,2057,4,559178932
323,678,1,434085292
1979,1024,1,4415695393
805,765,1,1272457763
1903,1444,2,3242338580
2194,892,1,4256651916
2105,147,1,652251326
2165,1046,4,1385001566
2040,2100,1,9239921890
53,509,2,28751463
1270,2468,4,1885043632
660,1860,2,1424507234
246,989,4,130584891
1566,2082,1,6956147131
1629,98,2,190820925
1523,1505,4,1441382781
2106,134,2,315444104
1052,1226,8,448628262
1441,2397,2,4009039929
1804,1646,2,3436928452
1073,1691,4,1106724111
422,197,4,45827055
2282,1645,4,2256950453
2213,1507,4,2077637647
1535,2159,1,7235180531
2442,1643,8,1428026804
2030,1591,8,1147682851
1894,1019,4,1149584441
1005,2000,1,4365874099
776,2051,4,955681345
1362,253,2,410727157
898,633,1,1258616548
640,1227,8,280186489
430,664,4,162799939
49,1177,1,97186779
1619,839,8,490010424
2027,1238,1,5458429932
1811,957,8,601475356
1731,268,8,169983951
1670,2118,8,1223566242
2314,1063,8,858088857
118,2344,1,550352255
590,1947,4,708988008
1722,317,8,191389920
1941,2286,1,9806580967
1116,2476,2,3200374800
338,2116,4,410356403
1896,1595,8,1083273604
597,1400,8,277915397
608,2132,2,1447890156
644,2430,8,541180041
639,1005,8,224537383
2244,1086,2,2889317771
1900,1628,1,6802337445
901,1251,1,2451624734
1012,1619,8,561664877
1255,519,4,370972983
1647,1996,2,3982036479
1045,2121,2,2512193449
2486,2381,2,6892547631
2043,1199,2,2825976032
2275,258,2,676320483
223,2283,2,557965801
860,1742,2,1758803005
138,932,1,242655067
1856,1718,1,7036151458
1646,138,8,86444284
492,436,8,79841061
1346,1395,8,654835225
1661,1041,4,1038716377
1655,940,8,544882884
1955,11,4,16611643
2061,1036,8,759382183
2426,2051,1,10554569137
1328,561,8,261501523
837,1248,2,1203521150
362,2448,4,521009245
2207,177,2,449041616
773,150,8,46723934
590,1100,2,742711610
1931,761,8,505432339
1807,500,2,1033961072
1154,386,4,253054188
1360,656,2,1060238213
478,2416,1,2597923998
800,1369,1,2438351131
2083,1016,1,4617481898
1877,934,8,621478038
650,787,1,1052655355
831,2291,1,4080796282
2089,2472,4,3207470095
1319,2201,8,987183378
1220,2155,4,1549980674
292,1481,4,238171982
2027,2004,4,2491125633
315,669,4,113332238
1330,2065,1,6024324668
2212,1804,8,1411892966
2159,416,2,1055605409
1285,1880,2,2811692729
776,720,4,335386954
1912,743,4,860880444
73,474,4,17013195
644,695,2,507164622
2327,2091,1,10720164591
76,2450,4,103924213
2057,1985,8,1429115943
275,1923,8,172400185
1700,1027,4,1040019887
1714,2062,4,2154026173
1373,173,4,144992558
2398,1044,4,1545881801
2375,1017,4,1500748736
968,713,4,411784998
469,606,1,594243886
631,705,4,261502396
958,1224,2,1327759067
1077,2024,4,1329858528
1712,907,2,1926249805
474,43,1,46902498
1272,2031,4,1555110160
2226,1743,1,8490070882
345,1211,8,143455961
1275,903,4,679601887
2431,2035,4,3000891435
1146,45,2,65217460
326,1909,4,354687471
1360,410,1,1199585030
2162,1996,1,9538144128
1256,574,4,406634494
1420,902,2,1509684336
216,1060,4,120046600
203,595,1,247941455
1754,2135,1,8041641683
3,1462,1,2492778
1484,303,1,922977272
1342,2382,1,6937772908
2152,372,4,493764373
946,487,1,981668453
1297,1132,1,3117518964
798,2324,1,3958446149
2404,2428,4,3505351906
2390,469,4,680074602
409,415,1,373007633
23,575,2,14017386
1563,315,4,310181330
2337,2428,8,1970528520
505,1570,8,276138129
1594,1510,8,837038794
1568,285,2,571156598
1732,1066,1,3920046341
1667,1951,4,1998299498
677,878,1,1261304119
1469,48,1,152143387
777,1104,1,1863268581
138,928,2,130194590
1103,1988,2,2509026600
434,1168,1,1087098335
676,1486,8,357872575
1659,2233,4,2231925077
555,563,4,189637559
802,1569,2,1456149389
1796,671,4,757333928
2344,1370,1,6937433042
664,1961,2,1513916991
889,874,2,923446951
1858,288,4,323102984
777,2409,8,649405147
1912,1852,8,1220566054
2472,304,4,472397045
78,521,1,76016420
80,845,4,34428683
2157,1337,8,1002162664
336,1719,2,672100922
793,261,8,73866765
631,1827,8,404826058
1496,2025,8,1095972129
811,1567,8,437811068
264,1297,1,719708320
1698,1411,4,1466378552
889,1440,8,452902084
2493,847,1,4523271913
294,1737,1,1033572015
140,1752,1,462923167
1201,829,2,1136481016
1777,1630,1,6199543340
360,576,4,121654070
1328,1101,2,1638203380
861,1370,4,697621997
1321,37,2,57890842
441,1540,2,773815467
704,720,4,317218135
186,717,2,149470212
1919,829,8,555876568
1445,1034,4,915846871
1479,380,8,204199765
1563,975,8,542387162
114,1658,1,350941477
1226,51,1,158459152
2167,970,2,2450389150
2019,760,4,979557380
2242,1564,1,7686962819
572,889,4,294004020
1190,253,4,172182076
232,779,1,379150024
1366,1989,2,3263130752
2342,792,8,644324304
1586,502,1,1662310216
1127,2296,8,902931970
639,2256,8,497655818
2116,79,4,100789985
1478,2294,4,2057276844
1113,2218,8,877927091
2439,2192,8,1884783936
1609,560,2,1099725638
349,1903,1,1401865110
2120,839,8,634098398
21,1263,1,28146160
1249,813,4,647798238
2466,1807,2,5154750737
1219,931,2,1344523676
1179,2335,8,965003329
1222,1249,2,1804458088
2059,2076,4,2594081233
1292,1002,8,459721192
1891,574,4,673469254
